Class,Estate,Polarity (Pol),Quadratic (QIndex),Pogliani (Pog),Ramification (Ram),Maximal electrotopological positive variation (MEPV),Reciprocal hyper-distance-path index (RHDPI),Kier Hall electronegativity (KHE),reciprocal distance square Randic-type index (RDSR),E-state topological parameter (ETP),Mean Square Distance Balaban (MSDB),zagreb_combined,topo_combined,connectivity_combined
1.0,0.17450767381996624,0.302158273381295,0.4545454545454546,0.23350253807106597,0.3125,0.6966577929367328,0.2520912574164474,0.2018779342723005,0.20378522927555115,0.17876526235757195,0.4118997087631817,0.24781849912739962,0.3008401789317731,0.31690833164539955
1.0,0.3658907621989779,0.4460431654676259,0.5454545454545454,0.4187817258883248,0.4375,0.9304433498167761,0.4295201788060129,0.40375586854460094,0.3780311977285399,0.37483036465354236,0.05677454789309233,0.4112856311809191,0.4549431753043583,0.46583063427594695
1.0,0.29106599205834705,0.460431654676259,0.5909090909090909,0.3460236751269035,0.40625,0.8453338165303645,0.37862188107729283,0.31507566197183096,0.32568083783156426,0.2963590957838782,0.18991118215010117,0.35367851948807444,0.41777530964532844,0.4816686615820115
1.0,0.35529744126001556,0.38848920863309355,0.5227272727272727,0.35109981725888323,0.4375,0.8217033047507563,0.3403482852495786,0.3620240187793427,0.2839480070041421,0.36216645688511934,0.28590929351292793,0.3637246160558464,0.4517639026604198,0.39271542771137335
1.0,0.36954239833660224,0.48920863309352525,0.6590909090909091,0.38409474111675124,0.46875,0.8402576865864322,0.40408395373077416,0.3667188544600939,0.34979396762224985,0.37675260346472894,0.1854980090856202,0.4194144211751018,0.47596138306781705,0.49928005011937293
1.0,0.39525087038277135,0.38848920863309355,0.5454545454545454,0.35702201015228424,0.46875,0.7857048964837332,0.3320974741703246,0.37767344600938973,0.2751629535092634,0.4037011924116722,0.3004763486731563,0.40569184118673646,0.4551371967495191,0.3783490570124417
1.0,0.3751688583701997,0.38848920863309355,0.40909090909090906,0.3917089543147208,0.34375,0.8247010578525467,0.38235938893623383,0.39019303286384976,0.3266940456209742,0.3825192384871621,0.16979760380657005,0.37448668702734145,0.36078839927055295,0.4178346771082442
1.0,0.225507397622765,0.4244604316546763,0.5681818181818182,0.2791878172588832,0.375,0.8861664894428438,0.32949580068640605,0.23943661971830987,0.28146513713705906,0.24118047012532018,0.06469906857319607,0.3420593368237347,0.4247969069480451,0.42842760325906537
1.0,0.25331387568884894,0.4316546762589928,0.6363636363636364,0.33502538071065985,0.375,0.7832325081047284,0.37479665597627576,0.2863849765258216,0.32476727419238777,0.2594979735671587,0.13750186019853583,0.34584060500290864,0.36131097087683967,0.4629836903646709
1.0,0.24602252785326195,0.3956834532374101,0.4772727272727273,0.3299492385786802,0.34375,0.8303021043241385,0.3476968599833743,0.29577464788732394,0.2923773697718494,0.25203527612492616,0.2882690111691024,0.28795811518324604,0.3705626561234753,0.39740242318811037
1.0,0.3238433045185202,0.3956834532374101,0.4772727272727273,0.3705583756345177,0.375,0.8178618403308064,0.37293775183583405,0.35211267605633806,0.31958848984209853,0.33175036453663603,0.2007778581624613,0.38045375218150085,0.35271849832284746,0.4228480484073319
1.0,0.3529848708224776,0.4460431654676259,0.5,0.39340101522842635,0.40625,0.8304712339564153,0.4021924045752656,0.37558685446009393,0.34822852543478666,0.36160105661221453,0.14259600227676916,0.4057591623036649,0.41333632521211866,0.4581031601872957
1.0,0.36225502001625076,0.41007194244604317,0.5227272727272727,0.3739424568527918,0.375,0.8149052251388165,0.37341820506155854,0.3667188544600939,0.3182325184479448,0.3692899304458343,0.22743208334984,0.3818925974403723,0.3837703980418192,0.4348387181416842
1.0,0.3341068258933665,0.4316546762589928,0.5,0.3891708832487309,0.375,0.8546116157130168,0.4083660791553985,0.3667188544600939,0.35295164323037964,0.34045679603923146,0.17835101093811723,0.35857850785340317,0.4009472320761264,0.45646264317220264
1.0,0.3227347011644428,0.36690647482014394,0.4772727272727273,0.32910322842639594,0.40625,0.8080001389404892,0.31497514211989996,0.3354199248826292,0.2598470746458434,0.3294135395642159,0.3312783595994666,0.3428646160558464,0.39965216962489836,0.3701244914724241
1.0,0.31987378928295257,0.381294964028777,0.38636363636363635,0.36040609137055835,0.34375,0.7948473567452325,0.3498187080303196,0.35211267605633806,0.29441662126184204,0.3276798082162275,0.25034685248414346,0.3627108784176847,0.3390365149063916,0.3908841538170964
1.0,0.3298035376049582,0.40287769784172667,0.4772727272727273,0.38071065989847713,0.375,0.8207743243098315,0.3815544338697591,0.3615023474178404,0.32774076110873607,0.3378561990172489,0.21866465224820764,0.38278068644560787,0.3521105943500079,0.43039805520327257
1.0,0.3064433973948457,0.36690647482014394,0.38636363636363635,0.3421319898477157,0.34375,0.7916455948261636,0.33925419666172774,0.3237558685446009,0.2842519975335349,0.31392128714768325,0.25111448592263486,0.34079301628853986,0.33765384732877984,0.39308125844180697
1.0,0.34702463773603964,0.4244604316546763,0.5,0.383248730964467,0.40625,0.8196023260686773,0.3887094505075898,0.36619718309859156,0.3351289059397845,0.3554952221316017,0.1684829536290786,0.40110529377545084,0.4057007225702093,0.4430203165262916
1.0,0.3778191753493024,0.47482014388489213,0.5454545454545454,0.40186121827411164,0.4375,0.8330467392283905,0.41777074431162564,0.39019303286384976,0.3630390193175471,0.3852329155637257,0.12871878634803968,0.40117930482838854,0.468727929290856,0.49633953056740865
1.0,0.22119219284167263,0.302158273381295,0.5,0.2766497461928934,0.34375,0.6089725302807831,0.2845463772099279,0.2535211267605634,0.23642302101166185,0.2265942991223726,0.28109827919573727,0.28097731239092494,0.31451268243365,0.32912300871248845
1.0,0.3274830201899717,0.460431654676259,0.5,0.4035532994923858,0.375,0.928446016257638,0.4218935845765276,0.37558685446009393,0.36829991867322565,0.33548168069330175,0.11689017118141765,0.3824898196625945,0.4289301770121738,0.4671246749074428
1.0,0.2582767670789784,0.38848920863309355,0.6136363636363636,0.3477157360406091,0.40625,0.7014586990592224,0.37044188023960617,0.30881586854460097,0.32041287374958133,0.2645861689676694,0.186572384243209,0.3429642582897033,0.37872589335467366,0.4356738461944136
1.0,0.5060913780817822,0.5818705035971214,0.6590909090909091,0.5440947654822311,0.5899999999999963,0.8803929518755287,0.5542921955891509,0.5154094738028163,0.5015829598894388,0.5168611634107485,0.10591986944957377,0.530223526585224,0.5757555368110224,0.5697543419111535
1.0,0.29735205122017694,0.37410071942446044,0.38636363636363635,0.34010152284263956,0.34375,0.8065313714978952,0.33610707000365,0.33333333333333337,0.28239589824378847,0.30461328440871993,0.19043782136184584,0.3333333333333333,0.3446544833910199,0.37904791907866375
1.0,0.36920862528376175,0.4244604316546763,0.4772727272727273,0.3967850964467005,0.4375,0.8376540890842237,0.3984487920119155,0.39019303286384976,0.34177658950997697,0.37641340400654927,0.193261966837732,0.3850473851076207,0.4166813976732913,0.42126529065687734
1.0,0.18885197208814897,0.2877697841726619,0.4545454545454546,0.23773267005076143,0.3125,0.6006987362017928,0.2607427492542368,0.2039645258215963,0.21460500686539652,0.1954997875047484,0.1930127616661792,0.242920445026178,0.3026203333649284,0.3365077813282161
1.0,0.16325078026404705,0.30935251798561153,0.5,0.22081218274111675,0.28125,0.19298987607244694,0.24949936444831616,0.18779342723004694,0.20682499360662995,0.16723200859493081,0.20945922417839147,0.2850494473531123,0.26857095759179145,0.33634509980839533
1.0,0.3718549687741402,0.48920863309352525,0.6363636363636364,0.4238578680203045,0.46875,0.944097134128314,0.4526847611086722,0.3943661971830986,0.40251570658227465,0.3809361991341552,0.026690904736438537,0.4339732402559628,0.4778616978811377,0.5104004744115286
1.0,0.17615667561403614,0.2517985611510792,0.40909090909090906,0.23604060913705582,0.3125,0.5600133754231242,0.24560260606627338,0.21491915492957753,0.19769025274355204,0.1804613166362587,0.33930614639563195,0.21168638743455492,0.2725919052725853,0.2890332975488329
1.0,0.37084967612689435,0.4172661870503597,0.3181818181818182,0.416243654822335,0.4375,0.8343674422096403,0.40095665653808177,0.4261867605633803,0.34119374129793834,0.37991856005405306,0.18096784504113161,0.34393381617219315,0.465177727033204,0.4006306881888475
1.0,0.2148981906758829,0.26618705035971224,0.38636363636363635,0.25719118781725886,0.3125,0.7807528685688601,0.2625767236868861,0.24360978403755873,0.21527330343960183,0.21834011049753088,0.26480392893109617,0.22665425828970331,0.3014040715586166,0.3042837424546585
1.0,0.3622589935049751,0.41007194244604317,0.40909090909090906,0.38832487309644664,0.375,0.8061296606090429,0.37553207802657373,0.38497652582159625,0.3198640805034252,0.3710990484968767,0.19822725102302674,0.40052356020942403,0.3620606055353893,0.4123853364500457
1.0,0.16954081291460127,0.302158273381295,0.38636363636363635,0.23857868020304568,0.25,0.7277692096030928,0.25863738390919594,0.2018779342723005,0.21047376719609728,0.17367706695706125,0.3781820932239508,0.2280395578824898,0.24543354041713064,0.32283904388785134
1.0,0.29669642160718007,0.37410071942446044,0.5454545454545454,0.320642964467005,0.40625,0.7583423599298191,0.3347589304616758,0.30568599061032864,0.28129860196910605,0.302125738947424,0.2489255798919836,0.3591602414194299,0.39218377884948674,0.3850937085170284
1.0,0.14073698917872002,0.302158273381295,0.43181818181818177,0.20304568527918782,0.28125,0.11640059616354576,0.23315004817044738,0.17370892018779344,0.18951654683196537,0.15434192443512057,0.18281356953924055,0.248109365910413,0.31830341285176955,0.3063501205265319
1.0,0.2609310535733167,0.3525179856115108,0.5227272727272727,0.30203045685279184,0.375,0.6827986872364753,0.3166697517793417,0.28169014084507044,0.26541804251727746,0.26729986232645825,0.17624834979487924,0.3205351948807446,0.35786154711091706,0.36152142554520417
1.0,0.28278524155692253,0.2877697841726619,0.40909090909090906,0.24873096446700504,0.3125,0.7992715868780631,0.23099058042377857,0.25821596244131456,0.1838115896267854,0.28968792208870536,0.35291659651902685,0.3368237347294939,0.33194695983790223,0.28031400695895226
1.0,0.2728475462574683,0.3597122302158274,0.43181818181818177,0.34010152284263956,0.3125,0.8134846226653236,0.3438712192429081,0.3145539906103287,0.2904896699281761,0.27951153128768397,0.25857308043543425,0.3184991273996509,0.2986165611807835,0.38537972075610694
1.0,0.3139095827077903,0.32374100719424465,0.43181818181818177,0.266497461928934,0.34375,0.8566235316207265,0.24689287214453426,0.28169014084507044,0.19782889385130814,0.32157397373561464,0.30454586073386536,0.3653286794648051,0.38933727177445143,0.3050857150252386
1.0,0.3152327544529796,0.3956834532374101,0.38636363636363635,0.36548223350253806,0.34375,0.8240605229892886,0.3650043204421864,0.35211267605633806,0.31046558985831935,0.32293077156833316,0.20713720494763965,0.34322280395578825,0.34659136181142985,0.40296632809349286
1.0,0.26987140320297365,0.30935251798561153,0.36363636363636365,0.25380710659898476,0.28125,0.7659493517097604,0.2431477961839571,0.25821596244131456,0.19685098481762286,0.27645861404737754,0.2773347896472813,0.3219895287958115,0.3482038691834673,0.29786905262442975
1.0,0.29437193467695794,0.37410071942446044,0.5,0.3358713908629441,0.375,0.8175467591570666,0.34981137372587356,0.31507566197183096,0.2979010155857498,0.305857071386315,0.1829708361025293,0.32658316172193136,0.35444773533112345,0.39169222319812536
1.0,0.31158906529280384,0.3956834532374101,0.4772727272727273,0.3561759593908629,0.34375,0.8019961650504164,0.3700180145930491,0.3338550046948357,0.3140562618782863,0.3173903373606251,0.2547416258401909,0.33240049738219896,0.36949325608225403,0.4215358784790588
1.0,0.24900661391171647,0.37410071942446044,0.6136363636363636,0.33502538071065985,0.40625,0.6849987490553886,0.349017515366775,0.3051643192488263,0.2995468480566876,0.2550881933652326,0.19823270500826284,0.3493310063990692,0.37999755657681883,0.40901906812711897
1.0,0.247353642602411,0.41007194244604317,0.5454545454545454,0.34517766497461927,0.34375,0.8266521312718706,0.37197433422937987,0.3051643192488263,0.3213617858960762,0.2594979735671587,0.15582491316925862,0.33391506689936007,0.3128056344746596,0.42822046583893225
1.0,0.1923843995905558,0.34532374100719426,0.5,0.2766497461928934,0.28125,0.6777816230073925,0.3047045830925475,0.2347417840375587,0.2557094087290256,0.19708276579941053,0.22416250910171254,0.25887143688190806,0.2667486470068623,0.3745230305779115
1.0,0.3622589935049751,0.4388489208633094,0.5,0.39593908629441626,0.40625,0.850370809435596,0.3971571491279794,0.38028169014084506,0.34430410314046667,0.3710990484968767,0.16879742682175225,0.4301919720767888,0.40968225731170343,0.4547212122993177
1.0,0.3125864109626011,0.30935251798561153,0.40909090909090906,0.266497461928934,0.3125,0.80247298063685,0.24433635615493232,0.28169014084507044,0.19591368966825518,0.3202170944917696,0.30777641801068945,0.36009307737056423,0.3402429659949063,0.2983837008917316
1.0,0.28444218635495233,0.4244604316546763,0.4772727272727273,0.3358713908629441,0.34375,0.8269282034626595,0.3545471825979522,0.31507566197183096,0.29982305232100315,0.28957484610468076,0.2191275817203271,0.3213923065735893,0.3765227511821741,0.4324206062196194
1.0,0.2860991311529821,0.3381294964028777,0.5,0.26903553299492383,0.34375,0.8136690389527985,0.26897248827933556,0.26760563380281693,0.22147641506049132,0.2930800632105294,0.1871527242326616,0.3740546829552065,0.3911831281512265,0.3333067271449889
1.0,0.19967575139963162,0.302158273381295,0.43181818181818177,0.20558375634517767,0.28125,0.7640169904369567,0.2243792807994915,0.18779342723004694,0.18154942612125405,0.20454546324164308,0.16267020404557453,0.2789412449098313,0.3298068507149308,0.3027484643643301
1.0,0.26159462619027346,0.38848920863309355,0.5227272727272727,0.3375634517766497,0.34375,0.8444670551771418,0.3573144754136148,0.3004694835680751,0.30659246145709623,0.26797827752504283,0.21477128593045003,0.34584060500290864,0.32042039132883504,0.42747319112353643
1.0,0.24570067129310558,0.2877697841726619,0.38636363636363635,0.22081218274111675,0.28125,0.7894646133140524,0.21030432193935433,0.22535211267605637,0.16551416408883896,0.2516960522434086,0.36085795862606784,0.30424665503199533,0.3456202096346042,0.269277392462163
1.0,0.14283102170991063,0.28057553956834536,0.4772727272727273,0.1742808730964467,0.3125,0.7342235075462453,0.20478308006617713,0.14397496713615027,0.1644880457608658,0.14631388777832804,0.18525054199727453,0.22243050029086675,0.3402734237419729,0.2929237718430222
1.0,0.29636265252782823,0.48201438848920863,0.5909090909090909,0.35871403045685274,0.40625,0.8592410871997231,0.39205019587571893,0.3291601690140845,0.338500231475094,0.3017865150659065,0.16886119649528109,0.35920498836532866,0.4235898924224924,0.4943476281270792
1.0,0.21953525201713164,0.3597122302158274,0.5227272727272727,0.3096446700507614,0.3125,0.8907177348730544,0.33167492471535653,0.26760563380281693,0.2805762005367603,0.22489824484368592,0.3476857452064712,0.28214077952297845,0.326639144085279,0.40411863086786526
1.0,0.26788862835606325,0.4172661870503597,0.5454545454545454,0.31979695431472077,0.34375,0.8371396411141556,0.3653480889032346,0.27699530516431925,0.3132131299119137,0.27442333588717327,0.04286988223647192,0.35020360674810935,0.3379257323159064,0.42292112473950016
1.0,0.300006341688004,0.3525179856115108,0.4545454545454546,0.31049068020304565,0.375,0.7360121582532171,0.3113417129767667,0.30568599061032864,0.2560855390692723,0.30551784750479744,0.3024789801311316,0.3251288278068645,0.3733313262728959,0.3454248570495315
1.0,0.20264395145016645,0.302158273381295,0.25,0.26903553299492383,0.25,0.727002043609706,0.2657116625840338,0.25821596244131456,0.21125052224455196,0.2075983804819495,0.34571026380686853,0.20826061663758,0.2719503914162691,0.2780797809671146
1.0,0.21424256106288597,0.2589928057553957,0.34090909090909094,0.20304568527918782,0.25,0.7861298815052122,0.19497929712892637,0.2018779342723005,0.1524371318173732,0.21947082556165765,0.4062367939389082,0.27050610820244325,0.28069303618719943,0.2523505419604035
1.0,0.17186133032958778,0.32374100719424465,0.43181818181818177,0.21573604060913704,0.28125,0.8098121438149313,0.24759229375712927,0.18779342723004694,0.2028571962145425,0.1760515689987831,0.12525202955676407,0.26497963932518903,0.3255948653856086,0.3237614182419224
1.0,0.24006626428205952,0.32374100719424465,0.38636363636363635,0.31218274111675126,0.3125,0.813916026481289,0.3172163999169172,0.2910798122065728,0.26406149068786405,0.2459294416443133,0.2608195230136301,0.2745782431646306,0.2992046819459227,0.3352459272347831
1.0,0.19834463267699376,0.3525179856115108,0.5,0.28680203045685276,0.28125,0.6886505469020991,0.31474718552994213,0.24413145539906106,0.2652001139530402,0.20318860028002333,0.2201494547782814,0.26352530541012215,0.2673210247189628,0.38263618736746274
1.0,0.5060913780817822,0.5818705035971214,0.6818181818181819,0.5440947654822311,0.5899999999999963,0.869828656603939,0.5542921955891509,0.5154094738028163,0.5015829598894388,0.5168611634107485,0.0772225574192269,0.530223526585224,0.5757555368110224,0.5697543419111535
1.0,0.44568632302532213,0.40287769784172667,0.34090909090909094,0.4137055837563452,0.46875,0.7948028573719854,0.37859473462577176,0.4413145539906103,0.3179516126580253,0.44029850594382225,0.21659021997360872,0.39354275741710293,0.4622324553217661,0.366717421474708
1.0,0.331460482402988,0.36690647482014394,0.4772727272727273,0.35532994923857864,0.34375,0.8001343945099939,0.34638036965362007,0.3427230046948357,0.29270739696860787,0.3395522370137103,0.26070504925757776,0.38045375218150085,0.3211590372368116,0.3860456462385813
1.0,0.16590109724314983,0.3165467625899281,0.43181818181818177,0.20558375634517767,0.28125,0.7886852340034758,0.2349612317066363,0.17840375586854462,0.1910918066672505,0.1699457345181703,0.16799934696018526,0.25770796974985455,0.33630930542695325,0.31163458876525507
