ssO_Key,aasC_Cnt,Ring Count 4 (RNGCNT4),ALOGP4 (ALOGP4),Class,ssssC_Avg,Total structure connectivity (TSC),Mean Square Distance Balaban (MSDB),Ring Count 3 (RNGCNT3),Ring bridge count (RNGBDGE),Molecule cyclized degree (MCD),tsc_combined,Maximal electrotopological positive variation (MEPV),topo_combined,zagreb_combined,connectivity_combined
1.0,0.5,0.0,0.04963681439249395,1.0,0.8898241139773058,0.3087941256113013,0.4118997087631817,0.0,0.5121951219512195,0.7129629513443075,0.0,0.7340045834763897,0.5225137401162614,0.46738495502720245,0.5562192480751953
1.0,0.4,0.0,0.04963681439249395,1.0,0.7919795319222317,0.18748115936149606,0.05677454789309233,0.0,0.5609756097560976,0.4854215876449816,0.0,0.980323037156726,0.7901672606123494,0.7756834817000755,0.8175990949246469
1.0,0.6000000000000001,0.0,0.3664245378206279,1.0,0.6960153540644022,0.20655724234421197,0.18991118215010117,0.0,0.2682926829268293,0.6172839351257434,0.0,0.8906509080811015,0.7256123179627413,0.6670366397467407,0.8453970880964732
1.0,0.6000000000000001,0.0,0.1990671965400137,1.0,0.5493188417100243,0.2655632679863604,0.28590929351292793,0.0,0.6341463414634146,0.4666666486913584,0.0,0.8657535996292596,0.7846453464653353,0.685983548105318,0.6892714961926744
0.0,0.6000000000000001,0.0,0.21699414801155617,1.0,0.2005756418218657,0.1989811581237731,0.1854980090856202,0.0,0.2682926829268293,0.5892255711385463,0.0,0.8853026543431196,0.8266726981108297,0.7910143555421592,0.8763075827463018
1.0,0.6000000000000001,0.0,0.1990671965400137,1.0,0.3121586400747215,0.2800172497949352,0.3004763486731563,0.0,0.6341463414634146,0.4786324692371005,0.0,0.8278253701114869,0.790504246421006,0.7651336103463691,0.6640564699223316
0.0,0.6000000000000001,0.0,0.3843514816306184,1.0,0.6960153540644022,0.20787052190420635,0.16979760380657005,0.0,0.6341463414634146,0.41481481842524004,0.0,0.8689120578266037,0.6266347020627486,0.7062807820677669,0.733359355729843
0.0,0.9,0.0,0.5517088305727846,1.0,0.7948065264495486,0.2542274984446256,0.06469906857319607,0.0,0.36585365853658536,0.777777765102881,0.9482199408726469,0.9336725599986218,0.7378077669923898,0.64512289567135,0.7519514495000963
1.0,0.6000000000000001,1.0,0.3664245378206279,1.0,0.8977934135235891,0.1959111616348423,0.13750186019853583,0.0,0.14634146341463417,0.8346883449161899,0.0,0.8252204406601515,0.6275423296457695,0.6522543562527509,0.8126023029708965
0.0,0.30000000000000004,0.0,0.04963681439249395,1.0,0.9451359137174811,0.22393021843151378,0.2882690111691024,0.0,0.5121951219512195,0.6070460360333239,0.0,0.8748133680883925,0.643611103031569,0.5430881519682281,0.6974978406572294
1.0,0.7000000000000001,0.0,0.1990671965400137,1.0,0.6960153540644022,0.20977864745986546,0.2007778581624613,0.0,0.5365853658536586,0.5546942398494273,0.0,0.8617062000019353,0.6126185086755294,0.7175346492671136,0.7421585362367807
0.0,0.7000000000000001,0.0,0.04963681439249395,1.0,0.6960153540644022,0.1977190500981884,0.14259600227676916,0.0,0.5121951219512195,0.553086438394147,0.0,0.8749915645092917,0.7179024755914525,0.7652605777734126,0.8040362775484238
0.0,0.6000000000000001,0.0,0.04963681439249395,1.0,0.2018420441081925,0.212451168593432,0.22743208334984,0.0,0.5121951219512195,0.5788113861230737,0.0,0.8585910850566932,0.6665509465483133,0.7202483071618095,0.7632038690272802
0.0,0.5,0.0,0.04963681439249395,1.0,0.6960153540644022,0.18868559318837047,0.17835101093811723,0.0,0.5121951219512195,0.541062792664162,0.0,0.90042607631102,0.6963845007846229,0.6762780032842771,0.8011569365861587
1.0,0.6000000000000001,0.0,0.1990671965400137,1.0,0.5526319212966815,0.2800172497949352,0.3312783595994666,0.0,0.6341463414634146,0.49122807199480184,0.0,0.8513158274334256,0.6941351738247795,0.6466416499169375,0.6496211862658182
1.0,0.8,0.0,0.1990671965400137,1.0,0.6960153540644022,0.23094149453172125,0.25034685248414346,0.0,0.6341463414634146,0.44444443868312766,0.0,0.837457944101513,0.5888549796398606,0.6840716419236169,0.6860573497446909
1.0,0.7000000000000001,0.0,0.04963681439249395,1.0,0.6960153540644022,0.20209430865760664,0.21866465224820764,0.0,0.5365853658536586,0.5420875096844998,0.0,0.8647748179253698,0.6115626717204798,0.7219232403941296,0.7554098732439113
0.0,0.8,0.0,0.04963681439249395,1.0,0.6960153540644022,0.2396789693750006,0.25111448592263486,0.0,0.6341463414634146,0.45528454517314076,0.0,0.8340845404769156,0.5864534958690399,0.642734618894289,0.6899135812169086
0.0,0.7000000000000001,0.0,0.04963681439249395,1.0,0.6960153540644022,0.20525161080416204,0.1684829536290786,0.0,0.5365853658536586,0.5420875096844998,0.0,0.8635399905975837,0.7046405924592447,0.7564833955193806,0.7775637392077575
0.0,0.7000000000000001,0.0,0.04963681439249395,1.0,0.6960153540644022,0.1946664556256526,0.12871878634803968,0.0,0.5121951219512195,0.541062792664162,0.0,0.877705138797219,0.814109286533365,0.7566229801459141,0.8711465522184769
1.0,0.5,1.0,0.3664245378206279,1.0,0.9248480981791096,0.28181120925577413,0.28109827919573727,0.0,0.5365853658536586,0.5629629819368996,0.0,0.641618644001737,0.5462608039788266,0.5299223785871803,0.5776577456320838
1.0,0.4,0.0,0.1990671965400137,1.0,0.8029293264735615,0.18169175605151439,0.11689017118141765,0.0,0.5365853658536586,0.507486199137262,0.0,0.9782186295092375,0.744986629894902,0.7213746665032527,0.8198703204973301
1.0,0.6000000000000001,1.0,0.6468462448448825,1.0,0.928135594139615,0.20787052190420635,0.186572384243209,0.0,0.4390243902439024,0.5925926125651574,0.0,0.7390628590522538,0.6577894073799955,0.6468295748747352,0.7646696376775517
1.0,0.8,0.0,0.04963681439249395,1.0,0.6960153540644022,0.12171953055640755,0.10591986944957377,0.0,0.5121951219512195,0.41481481842524004,0.0,0.9275895116494198,1.0,1.0,1.0
1.0,0.6000000000000001,0.0,0.04963681439249395,1.0,0.6960153540644022,0.2487538438227775,0.19043782136184584,0.0,0.6341463414634146,0.4666666486913584,0.0,0.8497683215476732,0.5986125384047227,0.62866567894504,0.6652830723627409
0.0,0.6000000000000001,0.0,0.04963681439249395,1.0,0.6960153540644022,0.20977864745986546,0.193261966837732,0.0,0.6341463414634146,0.40579708672034376,0.0,0.8825594818421809,0.7237123588618771,0.726198227354084,0.739380571008564
0.0,0.4,0.0,0.4250319325060906,1.0,0.9516853220123399,0.3087941256113013,0.1930127616661792,0.0,0.5121951219512195,0.6481481375857341,0.0,0.632901304099289,0.5256055982389207,0.4581472395060404,0.5906190731244846
1.0,0.7000000000000001,0.0,0.8287770609503708,1.0,0.7135401366991987,0.3039486800866142,0.20945922417839147,0.0,0.3414634146341463,0.8296296264801098,0.0,0.20333577695955082,0.4664669993090196,0.5376024130594583,0.5903335438922278
0.0,0.6000000000000001,0.0,0.04963681439249395,1.0,0.7889990407547292,0.16994240228148932,0.026690904736438537,0.0,0.36585365853658536,0.5833333238271607,0.0,0.9947087805849589,0.8299732565802213,0.8184722451884815,0.8958255108674882
1.0,0.4,0.0,0.1990671965400137,1.0,0.930118337958192,0.3357083575751551,0.33930614639563195,0.0,0.6585365853658536,0.48611110318930056,0.0,0.5900348615004831,0.47345077527592566,0.39923989943990174,0.5072945939811798
0.0,0.0,0.0,0.04963681439249395,1.0,0.6960153540644022,0.23305308697546273,0.18096784504113161,0.0,0.9024390243902439,0.11032308857251265,0.0,0.879096642705561,0.807943123933669,0.6486581581681511,0.7031639054210511
0.0,0.4,0.0,0.27576557652598277,1.0,0.6960153540644022,0.3087941256113013,0.26480392893109617,0.5,0.7317073170731707,0.42701524785604783,0.0,0.8226078713281926,0.523493136041773,0.4274692595204424,0.5340612963720214
1.0,0.8,0.0,0.1990671965400137,1.0,0.6960153540644022,0.21773454639057993,0.19822725102302674,0.0,0.6341463414634146,0.424242418271605,0.0,0.8493450755341505,0.6288443312951184,0.7553862477376265,0.7237949869179802
0.0,0.5,0.0,0.04963681439249395,1.0,0.6960153540644022,0.286248021444309,0.3781820932239508,0.0,0.5121951219512195,0.6913580376223135,0.0,0.7667838370253783,0.42628081664056694,0.43008193044756665,0.5666284925621405
0.0,0.8,0.0,0.18389078055502875,1.0,0.7975311851930772,0.2503309985443269,0.2489255798919836,0.0,0.5365853658536586,0.61158595595934,0.0,0.7989959685749751,0.681163712331283,0.6773751510660313,0.6758942937148854
1.0,0.7000000000000001,0.0,0.47540974769396704,1.0,0.8162839767664345,0.3411833053404721,0.18281356953924055,0.0,0.5365853658536586,0.8224776488188829,0.0,0.12264065940217787,0.5528447274945525,0.4679335289180795,0.5376880841292537
0.0,0.7000000000000001,0.0,0.5437489377066571,1.0,0.9204349226679255,0.2655632679863604,0.17624834979487924,0.0,0.5365853658536586,0.5885886022600376,0.0,0.7194025116844552,0.6215512039936774,0.6045284277464521,0.6345215805333506
1.0,0.5,0.0,0.3664245378206279,1.0,0.3950879514539436,0.3631736533915146,0.35291659651902685,0.0,0.6341463414634146,0.6222222328230451,0.14902850562061273,0.8421193506468452,0.5765414982832473,0.6352485656355641,0.4919909974159774
0.0,0.4,0.0,0.04963681439249395,1.0,0.6960153540644022,0.2191146260474786,0.25857308043543425,0.0,0.5365853658536586,0.5817524749640337,0.0,0.8570943261925656,0.5186516535034157,0.6006884105103131,0.6763962859210687
1.0,0.5,0.0,0.3664245378206279,1.0,0.31011194998257813,0.3548499105643504,0.30454586073386536,0.0,0.6341463414634146,0.6021505057427325,0.1470638387103938,0.9025458480451489,0.6762197614822795,0.6890088069415098,0.5354688724299589
0.0,0.6000000000000001,0.0,0.04963681439249395,1.0,0.6960153540644022,0.22252091373221944,0.20713720494763965,0.0,0.6341463414634146,0.4341085084811947,0.0,0.8682371848397876,0.6019766023113207,0.6473171912348579,0.7072632860362312
